GMT TIME,OPEN,HIGH,LOW,CLOSE,VOLUME
2004-03-10,111.420,111.480,110.670,110.910,49170
2004-03-11,110.910,111.080,110.400,110.850,49896
2004-03-12,110.830,111.390,110.570,110.760,47285
2004-03-14,110.730,110.950,110.630,110.820,1744
2004-03-15,110.790,111.060,109.150,110.320,55356
2004-03-16,110.320,110.360,108.590,108.690,64911
2004-03-17,108.680,108.960,107.930,108.290,66704
2004-03-18,108.270,108.370,106.370,106.780,72535
2004-03-19,106.780,107.310,106.590,106.670,60434
2004-03-21,106.800,106.950,106.630,106.900,1675
2004-03-22,106.910,107.650,106.690,106.720,46237
2004-03-23,106.730,106.940,106.430,106.730,46824
2004-03-24,106.730,106.950,106.000,106.410,53959
2004-03-25,106.430,106.440,105.730,106.130,55450
2004-03-26,106.120,106.180,105.480,106.000,50498
2004-03-28,105.810,105.860,105.230,105.660,4959
2004-03-29,105.670,105.940,105.230,105.420,46866
2004-03-30,105.440,106.230,105.390,105.880,45611
2004-03-31,105.890,105.900,103.380,104.000,69219
2004-04-01,103.990,104.490,103.440,103.760,55013
2004-04-02,103.770,104.740,103.730,104.460,49478
2004-04-04,104.460,104.560,104.100,104.310,3927
2004-04-05,104.300,105.440,104.210,105.100,54602
2004-04-06,105.120,107.210,105.060,105.900,64697
2004-04-07,105.890,106.150,104.930,105.410,56947
2004-04-08,105.440,106.730,105.350,106.680,52475
2004-04-09,106.680,106.770,105.920,106.360,18530
2004-04-11,106.340,106.420,106.150,106.360,1243
2004-04-12,106.320,106.460,105.230,105.350,37645
2004-04-13,105.400,107.020,105.020,106.840,60945
2004-04-14,106.840,108.990,106.690,108.390,69542
2004-04-15,108.400,109.270,108.040,108.340,91149
2004-04-16,108.370,108.900,107.470,107.860,89685
2004-04-18,107.690,107.820,107.570,107.730,1842
2004-04-19,107.740,108.700,107.620,108.520,60698
2004-04-20,108.520,109.140,107.640,109.130,80054
2004-04-21,109.120,109.770,108.520,109.380,79954
2004-04-22,109.380,109.900,109.100,109.570,76877
2004-04-23,109.570,109.840,108.570,108.900,66471
2004-04-25,108.950,109.320,108.890,109.280,3259
2004-04-26,109.270,109.340,108.260,108.640,56340
2004-04-27,108.650,109.870,108.350,109.550,65914
2004-04-28,109.550,110.270,108.750,110.160,74032
2004-04-29,110.130,111.050,109.500,109.940,66682
2004-04-30,109.940,110.640,109.920,110.520,47680
2004-05-02,110.410,110.470,110.260,110.320,1793
2004-05-03,110.300,110.720,109.780,110.330,56908
2004-05-04,110.310,110.620,109.220,109.430,55730
2004-05-05,109.430,109.600,108.290,108.720,72877
2004-05-06,108.710,109.920,108.610,109.880,64494
2004-05-07,109.850,112.500,109.840,112.280,60734
2004-05-09,112.310,112.960,112.110,112.940,4300
2004-05-10,112.930,114.160,112.400,113.580,89015
2004-05-11,113.600,113.870,112.860,113.000,70119
2004-05-12,112.980,113.500,112.400,112.860,65943
2004-05-13,112.860,114.700,112.820,114.590,75745
2004-05-14,114.590,114.900,113.950,114.280,50731
2004-05-16,114.190,114.660,114.140,114.570,4343
2004-05-17,114.590,114.710,113.040,113.850,77642
2004-05-18,113.850,114.720,113.370,113.810,66969
2004-05-19,113.790,114.070,112.400,113.200,68724
2004-05-20,113.210,113.890,112.540,112.790,54006
2004-05-21,112.810,113.080,111.730,112.410,60265
2004-05-23,112.330,112.500,112.020,112.340,3606
2004-05-24,112.370,113.300,112.070,113.090,59787
2004-05-25,113.080,113.340,111.620,111.820,51111
2004-05-26,111.840,112.050,111.200,111.930,44490
2004-05-27,111.910,112.140,110.650,110.910,48789
2004-05-28,110.930,111.040,110.010,110.180,52758
2004-05-31,110.180,110.230,109.030,109.670,38901
2004-06-01,109.660,110.750,109.190,110.570,65812
2004-06-02,110.540,110.930,109.770,109.970,63184
2004-06-03,109.980,111.550,109.780,111.100,71855
2004-06-04,111.110,112.010,110.240,111.220,58743
2004-06-06,110.890,111.080,110.590,110.680,3218
2004-06-07,110.670,110.910,109.440,109.520,55701
2004-06-08,109.520,110.140,109.290,109.350,57308
2004-06-09,109.370,110.600,108.630,110.400,77003
2004-06-10,110.410,110.540,109.140,109.490,62152
2004-06-11,109.480,110.500,109.260,110.070,50493
2004-06-13,110.170,110.450,110.130,110.220,3129
2004-06-14,110.210,111.490,110.030,111.220,62318
2004-06-15,111.200,111.410,109.280,109.410,65540
2004-06-16,109.430,110.260,109.200,110.010,61436
2004-06-17,110.000,110.230,108.880,109.540,66510
2004-06-18,109.560,109.760,108.520,108.900,60235
2004-06-20,108.780,108.840,108.530,108.730,2899
2004-06-21,108.730,108.990,108.200,108.700,57957
2004-06-22,108.720,109.430,108.340,109.060,61041
2004-06-23,109.050,109.110,108.070,108.150,60980
2004-06-24,108.150,108.450,106.990,107.340,64088
2004-06-25,107.370,108.040,107.080,107.610,58682
2004-06-27,107.560,107.630,107.390,107.570,2612
2004-06-28,107.570,108.350,107.480,107.990,60296
2004-06-29,108.010,108.780,107.980,108.370,59737
2004-06-30,108.360,109.610,108.080,108.130,67454
2004-07-01,108.160,108.520,107.800,108.460,60051
2004-07-02,108.460,109.360,108.020,108.350,58456
2004-07-04,108.320,108.510,108.210,108.400,3752
2004-07-05,108.450,109.230,108.370,109.120,44105
2004-07-06,109.130,109.740,108.840,109.430,60140
2004-07-07,109.440,109.510,108.160,108.450,63131
2004-07-08,108.470,109.180,108.350,108.890,63308
2004-07-09,108.930,108.960,107.920,108.240,61066
2004-07-11,108.190,108.190,107.580,107.640,5801
2004-07-12,107.620,108.730,107.540,108.600,64013
2004-07-13,108.620,109.420,108.160,108.590,72387
2004-07-14,108.590,109.480,108.520,109.170,67965
2004-07-15,109.160,110.010,108.970,109.890,68710
2004-07-16,109.870,110.050,108.550,108.710,56934
2004-07-18,108.760,108.880,108.660,108.720,3340
2004-07-19,108.710,108.840,108.070,108.390,55478
2004-07-20,108.390,108.840,108.070,108.550,67901
2004-07-21,108.560,110.330,108.330,109.830,75857
2004-07-22,109.800,109.960,109.230,109.770,79615
2004-07-23,109.780,110.270,109.600,110.190,71073
2004-07-25,110.140,110.220,109.930,109.960,3301
2004-07-26,109.970,110.150,109.380,110.070,68158
2004-07-27,110.060,111.220,109.580,110.870,64306
2004-07-28,110.880,111.900,110.840,111.720,78977
2004-07-29,111.720,112.530,111.470,112.070,75100
2004-07-30,112.060,112.250,111.060,111.360,69979
2004-08-01,111.380,111.380,110.990,111.240,4596
2004-08-02,111.240,111.420,110.560,110.790,69633
2004-08-03,110.790,111.160,110.390,110.570,66926
2004-08-04,110.550,111.750,110.510,111.010,71319
2004-08-05,110.980,111.910,110.790,111.860,64383
2004-08-06,111.850,111.880,109.790,110.480,60980
2004-08-08,110.430,110.600,110.290,110.330,3028
2004-08-09,110.330,110.930,110.120,110.740,48147
2004-08-10,110.730,111.490,110.400,111.190,60068
2004-08-11,111.190,111.480,110.610,110.660,59231
2004-08-12,110.630,111.600,110.430,111.540,58892
2004-08-13,111.550,112.120,110.450,110.720,58636
2004-08-15,110.670,110.670,110.320,110.540,4144
2004-08-16,110.520,111.020,110.330,110.370,57555
2004-08-17,110.400,110.610,109.780,109.810,60708
2004-08-18,109.840,110.170,109.270,109.480,57440
2004-08-19,109.470,109.630,109.040,109.500,53901
2004-08-20,109.520,109.760,108.930,109.240,45823
2004-08-22,109.190,109.320,109.070,109.220,2058
2004-08-23,109.220,109.940,109.090,109.870,44685
2004-08-24,109.880,110.070,109.360,109.710,53280
2004-08-25,109.740,110.490,109.410,109.930,52954
2004-08-26,109.940,110.310,109.260,109.680,52564
2004-08-27,109.660,109.860,108.980,109.860,51712
2004-08-29,109.810,109.810,109.510,109.640,2050
2004-08-30,109.620,110.450,109.590,110.140,47233
2004-08-31,110.150,110.220,108.740,109.070,48420
2004-09-01,109.100,109.750,108.980,109.330,46290
2004-09-02,109.330,109.660,109.200,109.420,48479
2004-09-03,109.440,110.710,109.080,110.450,48897
2004-09-05,110.460,110.640,110.280,110.340,2634
2004-09-06,110.350,110.560,109.920,110.040,37458
2004-09-07,110.050,110.190,109.210,109.340,44672
2004-09-08,109.350,109.830,109.030,109.250,48863
2004-09-09,109.240,110.020,109.150,109.850,50108
2004-09-10,109.850,110.330,109.190,109.660,49213
2004-09-12,109.630,109.650,109.260,109.480,2368
2004-09-13,109.480,110.360,109.280,110.050,41215
2004-09-14,110.080,110.110,109.340,109.560,50894
2004-09-15,109.590,110.390,109.280,110.060,48879
2004-09-16,110.060,110.090,109.450,109.630,44215
2004-09-17,109.630,110.260,109.340,109.730,39627
2004-09-19,109.780,110.100,109.780,110.090,2130
2004-09-20,110.080,110.150,109.670,109.920,36417
2004-09-21,109.910,110.190,109.570,109.670,46372
2004-09-22,109.670,110.750,109.580,110.620,48346
2004-09-23,110.630,110.930,110.250,110.580,52214
2004-09-24,110.590,110.880,110.290,110.660,46074
2004-09-26,110.610,110.740,110.420,110.670,1644
2004-09-27,110.660,111.410,110.460,111.180,46389
2004-09-28,111.200,111.720,111.120,111.270,46172
2004-09-29,111.270,111.410,110.640,111.150,44088
2004-09-30,111.120,111.250,109.790,109.950,51436
2004-10-01,109.960,110.600,109.840,110.500,41950
2004-10-03,110.490,110.830,110.490,110.810,1984
2004-10-04,110.830,111.200,110.440,110.880,41004
2004-10-05,110.910,111.350,110.640,111.040,38112
2004-10-06,111.030,111.460,110.980,111.330,40503
2004-10-07,111.350,111.440,110.920,111.170,38288
2004-10-08,111.190,111.270,109.290,109.530,48743
2004-10-10,109.480,109.560,109.440,109.470,2031
2004-10-11,109.470,109.590,109.110,109.450,33117
2004-10-12,109.430,110.110,109.390,109.510,44089
2004-10-13,109.510,110.210,109.390,109.620,45703
2004-10-14,109.600,109.850,109.130,109.600,44811
2004-10-15,109.600,109.680,108.780,109.280,43419
2004-10-17,109.260,109.290,109.080,109.200,2341
2004-10-18,109.210,109.600,109.100,109.350,35915
2004-10-19,109.400,109.450,108.230,108.480,43352
